"input" "reason" "matches" "symbol" "organism.shortName" "name" "length" "secondaryIdentifier" "primaryIdentifier" "class"
"YDR075W" "MATCH" "1" "PPH3" "S. cerevisiae" "Protein PHosphatase" "927" "YDR075W" "S000002482" "ORF"
"YHL007C" "MATCH" "1" "STE20" "S. cerevisiae" "STErile" "2820" "YHL007C" "S000000999" "ORF"
"YER007W" "MATCH" "1" "PAC2" "S. cerevisiae" "Perish in the Absence of Cin8p" "1557" "YER007W" "S000000809" "ORF"
"YDL200C" "MATCH" "1" "MGT1" "S. cerevisiae" "O-6-MethylGuanine-DNA methylTransferase" "567" "YDL200C" "S000002359" "ORF"
"YKR095W" "MATCH" "1" "MLP1" "S. cerevisiae" "Myosin-Like Protein" "5628" "YKR095W" "S000001803" "ORF"
"YGL252C" "MATCH" "1" "RTG2" "S. cerevisiae" "ReTroGrade regulation" "1767" "YGL252C" "S000003221" "ORF"
"YPR007C" "MATCH" "1" "REC8" "S. cerevisiae" "RECombination" "2043" "YPR007C" "S000006211" "ORF"
"YPL212C" "MATCH" "1" "PUS1" "S. cerevisiae" "PseudoUridine Synthase" "1635" "YPL212C" "S000006133" "ORF"
"YLR332W" "MATCH" "1" "MID2" "S. cerevisiae" "Mating pheromone-Induced Death" "1131" "YLR332W" "S000004324" "ORF"
"YER008C" "MATCH" "1" "SEC3" "S. cerevisiae" "SECretory" "4011" "YER008C" "S000000810" "ORF"
"YHR056C" "MATCH" "1" "RSC30" "S. cerevisiae" "Remodel the Structure of Chromatin" "2652" "YHR056C" "S000001098" "ORF"
"YDL029W" "MATCH" "1" "ARP2" "S. cerevisiae" "Actin-Related Protein" "1299" "YDL029W" "S000002187" "ORF"
"YLR333C" "MATCH" "1" "RPS25B" "S. cerevisiae" "Ribosomal Protein of the Small subunit" "327" "YLR333C" "S000004325" "ORF"
"YOL029C" "MATCH" "1" "" "S. cerevisiae" "" "606" "YOL029C" "S000005389" "ORF"
"YDR074W" "MATCH" "1" "TPS2" "S. cerevisiae" "Trehalose-6-Phosphate Synthase/phosphatase" "2691" "YDR074W" "S000002481" "ORF"
"YAR035W" "MATCH" "1" "YAT1" "S. cerevisiae" "" "2064" "YAR035W" "S000000080" "ORF"
"YDR077W" "MATCH" "1" "SED1" "S. cerevisiae" "Suppression of Exponential Defect" "1017" "YDR077W" "S000002484" "ORF"
"YKL048C" "MATCH" "1" "ELM1" "S. cerevisiae" "ELongated Morphology" "1923" "YKL048C" "S000001531" "ORF"
"YER006W" "MATCH" "1" "NUG1" "S. cerevisiae" "NUclear GTPase" "1563" "YER006W" "S000000808" "ORF"
"YOR251C" "MATCH" "1" "TUM1" "S. cerevisiae" "ThioUridine Modification" "915" "YOR251C" "S000005777" "ORF"
"YNL272C" "MATCH" "1" "SEC2" "S. cerevisiae" "SECretory" "2280" "YNL272C" "S000005216" "ORF"
"YGL251C" "MATCH" "1" "HFM1" "S. cerevisiae" "Helicase Family Member" "3716" "YGL251C" "S000003220" "ORF"
"YHR189W" "MATCH" "1" "PTH1" "S. cerevisiae" "Peptidyl-Trna Hydrolase" "573" "YHR189W" "S000001232" "ORF"
"YGL250W" "MATCH" "1" "RMR1" "S. cerevisiae" "Reduced Meiotic Recombination" "726" "YGL250W" "S000003219" "ORF"
"YLR159W" "MATCH" "1" "" "S. cerevisiae" "" "345" "YLR159W" "S000004149" "ORF"
"YHR057C" "MATCH" "1" "CPR2" "S. cerevisiae" "Cyclosporin A-sensitive Proline Rotamase" "618" "YHR057C" "S000001099" "ORF"
"YDR078C" "MATCH" "1" "SHU2" "S. cerevisiae" "Suppressor of HydroxyUrea sensitivity" "672" "YDR078C" "S000002485" "ORF"
"YLR027C" "MATCH" "1" "AAT2" "S. cerevisiae" "Aspartate AminoTransferase" "1257" "YLR027C" "S000004017" "ORF"
"YDL159W" "MATCH" "1" "STE7" "S. cerevisiae" "STErile" "1548" "YDL159W" "S000002318" "ORF"
"YIL019W" "MATCH" "1" "FAF1" "S. cerevisiae" "Forty (40) S Assembly Factor " "1041" "YIL019W" "S000001281" "ORF"
"YDR380W" "MATCH" "1" "ARO10" "S. cerevisiae" "AROmatic amino acid requiring" "1908" "YDR380W" "S000002788" "ORF"
"YDR076W" "MATCH" "1" "RAD55" "S. cerevisiae" "RADiation sensitive" "1221" "YDR076W" "S000002483" "ORF"
"YKL049C" "MATCH" "1" "CSE4" "S. cerevisiae" "Chromosome SEgregation" "690" "YKL049C" "S000001532" "ORF"
"YOR383C" "MATCH" "1" "FIT3" "S. cerevisiae" "Facilitator of Iron Transport" "615" "YOR383C" "S000005910" "ORF"
"YNL271C" "MATCH" "1" "BNI1" "S. cerevisiae" "Bud Neck Involved" "5862" "YNL271C" "S000005215" "ORF"
"YOR250C" "MATCH" "1" "CLP1" "S. cerevisiae" "CLeavage/Polyadenylation factor Ia subunit" "1338" "YOR250C" "S000005776" "ORF"
"YHL009C" "MATCH" "1" "YAP3" "S. cerevisiae" "Yeast AP-1" "993" "YHL009C" "S000001001" "ORF"
"YER005W" "MATCH" "1" "YND1" "S. cerevisiae" "Yeast Nucleoside Diphosphatase" "1893" "YER005W" "S000000807" "ORF"
"YLR330W" "MATCH" "1" "CHS5" "S. cerevisiae" "CHitin Synthase-related" "2016" "YLR330W" "S000004322" "ORF"
"YER139C" "MATCH" "1" "RTR1" "S. cerevisiae" "Regulator of TRanscription" "681" "YER139C" "S000000941" "ORF"
"YHR058C" "MATCH" "1" "MED6" "S. cerevisiae" "MEDiator complex" "888" "YHR058C" "S000001100" "ORF"
"YOR382W" "MATCH" "1" "FIT2" "S. cerevisiae" "Facilitator of Iron Transport" "462" "YOR382W" "S000005909" "ORF"
"YPL210C" "MATCH" "1" "SRP72" "S. cerevisiae" "Signal Recognition Particle" "1923" "YPL210C" "S000006131" "ORF"
"YKR098C" "MATCH" "1" "UBP11" "S. cerevisiae" "UBiquitin-specific Protease" "2154" "YKR098C" "S000001806" "ORF"
"YDL028C" "MATCH" "1" "MPS1" "S. cerevisiae" "MonoPolar Spindle" "2295" "YDL028C" "S000002186" "ORF"
"YLR028C" "MATCH" "1" "ADE16" "S. cerevisiae" "ADEnine" "1776" "YLR028C" "S000004018" "ORF"
"YGL079W" "MATCH" "1" "KXD1" "S. cerevisiae" "KxDL homolog" "657" "YGL079W" "S000003047" "ORF"
"YIL018W" "MATCH" "1" "RPL2B" "S. cerevisiae" "Ribosomal Protein of the Large subunit" "1165" "YIL018W" "S000001280" "ORF"
"YCR067C" "MATCH" "1" "SED4" "S. cerevisiae" "Suppressor of Erd2 Deletion" "3198" "YCR067C" "S000000663" "ORF"
"YKL224C" "MATCH" "1" "PAU16" "S. cerevisiae" "seriPAUperin" "372" "YKL224C" "S000001707" "ORF"
"YDR124W" "MATCH" "1" "" "S. cerevisiae" "" "975" "YDR124W" "S000002531" "ORF"
"YOR071C" "MATCH" "1" "NRT1" "S. cerevisiae" "Nicotinamide Riboside Transporter" "1797" "YOR071C" "S000005597" "ORF"
"YBL088C" "MATCH" "1" "TEL1" "S. cerevisiae" "TELomere maintenance" "8364" "YBL088C" "S000000184" "ORF"
"YNL091W" "MATCH" "1" "NST1" "S. cerevisiae" "Negatively affects Salt Tolerance" "3723" "YNL091W" "S000005035" "ORF"
"YHR183W" "MATCH" "1" "GND1" "S. cerevisiae" "6-phosphoGlucoNateDehydrogenase" "1470" "YHR183W" "S000001226" "ORF"
"YHR050W" "MATCH" "1" "SMF2" "S. cerevisiae" "Suppressor of Mitochondria import Function" "1650" "YHR050W" "S000001092" "ORF"
"YDL203C" "MATCH" "1" "ACK1" "S. cerevisiae" "Activator of C Kinase 1" "1872" "YDL203C" "S000002362" "ORF"
"YCR066W" "MATCH" "1" "RAD18" "S. cerevisiae" "RADiation sensitive" "1464" "YCR066W" "S000000662" "ORF"
"YLR335W" "MATCH" "1" "NUP2" "S. cerevisiae" "NUclear Pore" "2163" "YLR335W" "S000004327" "ORF"
"YLR203C" "MATCH" "1" "MSS51" "S. cerevisiae" "Mitochondrial Splicing Suppressor" "1311" "YLR203C" "S000004193" "ORF"
"YLR336C" "MATCH" "1" "SGD1" "S. cerevisiae" "Suppressor of Glycerol Defect" "2700" "YLR336C" "S000004328" "ORF"
"YBR221C" "MATCH" "1" "PDB1" "S. cerevisiae" "Pyruvate Dehydrogenase Beta subunit" "1101" "YBR221C" "S000000425" "ORF"
"YDL202W" "MATCH" "1" "MRPL11" "S. cerevisiae" "Mitochondrial Ribosomal Protein, Large subunit" "750" "YDL202W" "S000002361" "ORF"
"YGL070C" "MATCH" "1" "RPB9" "S. cerevisiae" "RNA Polymerase B" "369" "YGL070C" "S000003038" "ORF"
"YJR086W" "MATCH" "1" "STE18" "S. cerevisiae" "STErile" "333" "YJR086W" "S000003846" "ORF"
"YOR070C" "MATCH" "1" "GYP1" "S. cerevisiae" "Gtpase-activating protein for YPt1p" "1914" "YOR070C" "S000005596" "ORF"
"YDR389W" "MATCH" "1" "SAC7" "S. cerevisiae" "Suppressor of ACtin" "1965" "YDR389W" "S000002797" "ORF"
"YBL087C" "MATCH" "1" "RPL23A" "S. cerevisiae" "Ribosomal Protein of the Large subunit" "918" "YBL087C" "S000000183" "ORF"
"YCR065W" "MATCH" "1" "HCM1" "S. cerevisiae" "High-Copy suppressor of Calmodulin" "1695" "YCR065W" "S000000661" "ORF"
"YNL318C" "MATCH" "1" "HXT14" "S. cerevisiae" "HeXose Transporter" "1623" "YNL318C" "S000005262" "ORF"
"YML127W" "MATCH" "1" "RSC9" "S. cerevisiae" "Remodel the Structure of Chromatin" "1746" "YML127W" "S000004596" "ORF"
"YNL090W" "MATCH" "1" "RHO2" "S. cerevisiae" "Ras HOmolog" "579" "YNL090W" "S000005034" "ORF"
"YHR184W" "MATCH" "1" "SSP1" "S. cerevisiae" "" "1716" "YHR184W" "S000001227" "ORF"
"YHR051W" "MATCH" "1" "COX6" "S. cerevisiae" "Cytochrome c OXidase" "447" "YHR051W" "S000001093" "ORF"
"YJL033W" "MATCH" "1" "HCA4" "S. cerevisiae" "Helicase CA" "2313" "YJL033W" "S000003570" "ORF"
"YJL166W" "MATCH" "1" "QCR8" "S. cerevisiae" "ubiQuinol-cytochrome C oxidoReductase" "285" "YJL166W" "S000003702" "ORF"
"YHR185C" "MATCH" "1" "PFS1" "S. cerevisiae" "Prospore Formation at Spindles" "714" "YHR185C" "S000001228" "ORF"
"YLR337C" "MATCH" "1" "VRP1" "S. cerevisiae" "VeRProlin" "2454" "YLR337C" "S000004329" "ORF"
"YCL014W" "MATCH" "1" "BUD3" "S. cerevisiae" "BUD site selection" "4911" "YCL014W" "S000000520" "ORF"
"YKL222C" "MATCH" "1" "" "S. cerevisiae" "" "2118" "YKL222C" "S000001705" "ORF"
"YPR131C" "MATCH" "1" "NAT3" "S. cerevisiae" "N-terminal AcetylTransferase" "588" "YPR131C" "S000006335" "ORF"
"YDR126W" "MATCH" "1" "SWF1" "S. cerevisiae" "Spore Wall Formation" "1011" "YDR126W" "S000002533" "ORF"
"YBR048W" "MATCH" "1" "RPS11B" "S. cerevisiae" "Ribosomal Protein of the Small subunit" "982" "YBR048W" "S000000252" "ORF"
"YBL086C" "MATCH" "1" "" "S. cerevisiae" "" "1401" "YBL086C" "S000000182" "ORF"
"YDR430C" "MATCH" "1" "CYM1" "S. cerevisiae" "CYtosolic Metalloprotease" "2970" "YDR430C" "S000002838" "ORF"
"YKL221W" "MATCH" "1" "MCH2" "S. cerevisiae" "MonoCarboxylate permease Homologue" "1422" "YKL221W" "S000001704" "ORF"
"YHR052W" "MATCH" "1" "CIC1" "S. cerevisiae" "Core Interacting Component" "1131" "YHR052W" "S000001094" "ORF"
"YGR217W" "MATCH" "1" "CCH1" "S. cerevisiae" "Calcium Channel Homolog" "6120" "YGR217W" "S000003449" "ORF"
"YKR015C" "MATCH" "1" "" "S. cerevisiae" "" "1707" "YKR015C" "S000001723" "ORF"
"YLR200W" "MATCH" "1" "YKE2" "S. cerevisiae" "Yeast ortholog of mouse KE2" "345" "YLR200W" "S000004190" "ORF"
"YBR049C" "MATCH" "1" "REB1" "S. cerevisiae" "RNA polymerase I Enhancer Binding protein" "2433" "YBR049C" "S000000253" "ORF"
"YLR466W" "MATCH" "1" "YRF1-4" "S. cerevisiae" "" "4149" "YLR466W" "S000004458" "ORF"
"YOR298C-A" "MATCH" "1" "MBF1" "S. cerevisiae" "Multiprotein Bridging Factor" "456" "YOR298C-A" "S000007253" "ORF"
"YHR186C" "MATCH" "1" "KOG1" "S. cerevisiae" "Kontroller Of Growth" "4674" "YHR186C" "S000001229" "ORF"
"YJL034W" "MATCH" "1" "KAR2" "S. cerevisiae" "KARyogamy" "2049" "YJL034W" "S000003571" "ORF"
"YJL167W" "MATCH" "1" "ERG20" "S. cerevisiae" "ERGosterol biosynthesis" "1059" "YJL167W" "S000003703" "ORF"
"YHR053C" "MATCH" "1" "CUP1-1" "S. cerevisiae" "Cu, copper, CUPrum" "186" "YHR053C" "S000001095" "ORF"
"YJL035C" "MATCH" "1" "TAD2" "S. cerevisiae" "tRNA-specific Adenosine Deaminase" "753" "YJL035C" "S000003572" "ORF"
"YLR201C" "MATCH" "1" "COQ9" "S. cerevisiae" "COenzyme Q" "783" "YLR201C" "S000004191" "ORF"
"YJL168C" "MATCH" "1" "SET2" "S. cerevisiae" "SET domain-containing" "2202" "YJL168C" "S000003704" "ORF"
"YAR031W" "MATCH" "1" "PRM9" "S. cerevisiae" "Pheromone-Regulated Membrane protein" "897" "YAR031W" "S000000078" "ORF"
"YBL085W" "MATCH" "1" "BOI1" "S. cerevisiae" "Bem1 (One) Interacting protein" "2943" "YBL085W" "S000000181" "ORF"
"YNL317W" "MATCH" "1" "PFS2" "S. cerevisiae" "Polyadenylation Factor Subunit" "1398" "YNL317W" "S000005261" "ORF"
"YOL152W" "MATCH" "1" "FRE7" "S. cerevisiae" "Ferric REductase" "1863" "YOL152W" "S000005512" "ORF"
"YJR084W" "MATCH" "1" "" "S. cerevisiae" "" "1272" "YJR084W" "S000003844" "ORF"
"YER009W" "MATCH" "1" "NTF2" "S. cerevisiae" "Nuclear Transport Factor" "378" "YER009W" "S000000811" "ORF"
"YJL036W" "MATCH" "1" "SNX4" "S. cerevisiae" "Sorting NeXin" "1272" "YJL036W" "S000003573" "ORF"
"YNL316C" "MATCH" "1" "PHA2" "S. cerevisiae" "PHenylAlanine requiring" "1005" "YNL316C" "S000005260" "ORF"
"YCR063W" "MATCH" "1" "BUD31" "S. cerevisiae" "BUD site selection" "474" "YCR063W" "S000000659" "ORF"
"YGR218W" "MATCH" "1" "CRM1" "S. cerevisiae" "Chromosome Region Maintenance" "3255" "YGR218W" "S000003450" "ORF"
"YKR014C" "MATCH" "1" "YPT52" "S. cerevisiae" "Yeast Protein Two" "705" "YKR014C" "S000001722" "ORF"
"YML129C" "MATCH" "1" "COX14" "S. cerevisiae" "Cytochrome c OXidase" "213" "YML129C" "S000004598" "ORF"
"YHR054C" "MATCH" "1" "" "S. cerevisiae" "" "1065" "YHR054C" "S000001096" "ORF"
"YBR220C" "MATCH" "1" "" "S. cerevisiae" "" "1683" "YBR220C" "S000000424" "ORF"
"YDR259C" "MATCH" "1" "YAP6" "S. cerevisiae" "Yeast homolog of AP-1" "1152" "YDR259C" "S000002667" "ORF"
"YMR170C" "MATCH" "1" "ALD2" "S. cerevisiae" "ALdehyde Dehydrogenase" "1521" "YMR170C" "S000004780" "ORF"
"YOL151W" "MATCH" "1" "GRE2" "S. cerevisiae" "Genes de Respuesta a Estres (stress responsive genes)" "1029" "YOL151W" "S000005511" "ORF"
"YDL201W" "MATCH" "1" "TRM8" "S. cerevisiae" "Transfer RNA Methyltransferase" "861" "YDL201W" "S000002360" "ORF"
"YOL020W" "MATCH" "1" "TAT2" "S. cerevisiae" "Tryptophan Amino acid Transporter" "1779" "YOL020W" "S000005380" "ORF"
"YDR386W" "MATCH" "1" "MUS81" "S. cerevisiae" "MMS and UV Sensitive" "1899" "YDR386W" "S000002794" "ORF"
"YPR133C" "MATCH" "1" "SPN1" "S. cerevisiae" "Suppresses Postrecruitment functions gene Number 1" "1233" "YPR133C" "S000006337" "ORF"
"YDL207W" "MATCH" "1" "GLE1" "S. cerevisiae" "GLFG (glycine-leucine-phenylalanine-glycine) LEthal" "1617" "YDL207W" "S000002366" "ORF"
"YJL162C" "MATCH" "1" "JJJ2" "S. cerevisiae" "J-protein (Type III)" "1752" "YJL162C" "S000003698" "ORF"
"YPL219W" "MATCH" "1" "PCL8" "S. cerevisiae" "Pho85 CycLin" "1479" "YPL219W" "S000006140" "ORF"
"YNL096C" "MATCH" "1" "RPS7B" "S. cerevisiae" "Ribosomal Protein of the Small subunit" "918" "YNL096C" "S000005040" "ORF"
"YLR207W" "MATCH" "1" "HRD3" "S. cerevisiae" "HMG-coA Reductase Degradation" "2502" "YLR207W" "S000004197" "ORF"
"YGR215W" "MATCH" "1" "RSM27" "S. cerevisiae" "Ribosomal Small subunit of Mitochondria" "333" "YGR215W" "S000003447" "ORF"
"YPR132W" "MATCH" "1" "RPS23B" "S. cerevisiae" "Ribosomal Protein of the Small subunit" "803" "YPR132W" "S000006336" "ORF"
"YBL084C" "MATCH" "1" "CDC27" "S. cerevisiae" "Cell Division Cycle" "2277" "YBL084C" "S000000180" "ORF"
"YGL075C" "MATCH" "1" "MPS2" "S. cerevisiae" "MonoPolar Spindle" "1164" "YGL075C" "S000003043" "ORF"
"YOL153C" "MATCH" "1" "" "S. cerevisiae" "" "" "YOL153C" "S000005513" "BlockedReadingFrame"
"YDR387C" "MATCH" "1" "CIN10" "S. cerevisiae" "Chromosome INstability" "1668" "YDR387C" "S000002795" "ORF"
"YER092W" "MATCH" "1" "IES5" "S. cerevisiae" "Ino Eighty Subunit" "378" "YER092W" "S000000894" "ORF"
"YDL206W" "MATCH" "1" "" "S. cerevisiae" "" "2289" "YDL206W" "S000002365" "ORF"
"YER093C" "MATCH" "1" "TSC11" "S. cerevisiae" "Temperature-sensitive Suppressors of Csg2 mutants" "4293" "YER093C" "S000000895" "ORF"
"YML124C" "MATCH" "1" "TUB3" "S. cerevisiae" "TUBulin" "1636" "YML124C" "S000004593" "ORF"
"YGR216C" "MATCH" "1" "GPI1" "S. cerevisiae" "GlycosylPhosphatidylInositol anchoring biosynthesis" "1830" "YGR216C" "S000003448" "ORF"
"YDR252W" "MATCH" "1" "BTT1" "S. cerevisiae" "BTf Three" "450" "YDR252W" "S000002660" "ORF"
"YOR074C" "MATCH" "1" "CDC21" "S. cerevisiae" "Cell Division Cycle" "915" "YOR074C" "S000005600" "ORF"
"YDR385W" "MATCH" "1" "EFT2" "S. cerevisiae" "Elongation Factor Two" "2529" "YDR385W" "S000002793" "ORF"
"YOL154W" "MATCH" "1" "ZPS1" "S. cerevisiae" "Zinc- and pH-regulated Surface protein" "750" "YOL154W" "S000005514" "ORF"
"YER091C" "MATCH" "1" "MET6" "S. cerevisiae" "METhionine requiring" "2304" "YER091C" "S000000893" "ORF"
"YNL095C" "MATCH" "1" "" "S. cerevisiae" "" "1929" "YNL095C" "S000005039" "ORF"
"YDL208W" "MATCH" "1" "NHP2" "S. cerevisiae" "Non-Histone Protein" "471" "YDL208W" "S000002367" "ORF"
"YJL163C" "MATCH" "1" "" "S. cerevisiae" "" "1668" "YJL163C" "S000003699" "ORF"
"YBR058C-A" "MATCH" "1" "TSC3" "S. cerevisiae" "Temperature-sensitive Suppressors of Csg2 mutants" "243" "YBR058C-A" "S000007521" "ORF"
"YLR208W" "MATCH" "1" "SEC13" "S. cerevisiae" "SECretory" "894" "YLR208W" "S000004198" "ORF"
"YNL094W" "MATCH" "1" "APP1" "S. cerevisiae" "Actin Patch Protein" "1764" "YNL094W" "S000005038" "ORF"
"YCR061W" "MATCH" "1" "" "S. cerevisiae" "" "1896" "YCR061W" "S000000657" "ORF"
"YBR225W" "MATCH" "1" "" "S. cerevisiae" "" "2703" "YBR225W" "S000000429" "ORF"
"YGL073W" "MATCH" "1" "HSF1" "S. cerevisiae" "Heat Shock transcription Factor" "2502" "YGL073W" "S000003041" "ORF"
"YJR083C" "MATCH" "1" "ACF4" "S. cerevisiae" "Assembly Complementing Factor" "930" "YJR083C" "S000003843" "ORF"
"YLL060C" "MATCH" "1" "GTT2" "S. cerevisiae" "GlutaThione Transferase" "702" "YLL060C" "S000003983" "ORF"
"YOR073W" "MATCH" "1" "SGO1" "S. cerevisiae" "ShuGOshin (Japanese for ""guardian spirit"")" "1773" "YOR073W" "S000005599" "ORF"
"YOL021C" "MATCH" "1" "DIS3" "S. cerevisiae" "homolog of S. pombe dis3 (chromosome DISjunction)" "3006" "YOL021C" "S000005381" "ORF"
"YDR253C" "MATCH" "1" "MET32" "S. cerevisiae" "METhionine requiring" "576" "YDR253C" "S000002661" "ORF"
"YDR120C" "MATCH" "1" "TRM1" "S. cerevisiae" "tRNA Methyltransferase" "1713" "YDR120C" "S000002527" "ORF"
"YML123C" "MATCH" "1" "PHO84" "S. cerevisiae" "PHOsphate metabolism" "1764" "YML123C" "S000004592" "ORF"
"YBL081W" "MATCH" "1" "" "S. cerevisiae" "" "1107" "YBL081W" "S000000177" "ORF"
"YMR172W" "MATCH" "1" "HOT1" "S. cerevisiae" "High-Osmolarity-induced Transcription" "2160" "YMR172W" "S000004783" "ORF"
"YDR122W" "MATCH" "1" "KIN1" "S. cerevisiae" "KINase" "3195" "YDR122W" "S000002529" "ORF"
"YDR388W" "MATCH" "1" "RVS167" "S. cerevisiae" "Reduced Viability on Starvation" "1449" "YDR388W" "S000002796" "ORF"
"YJL031C" "MATCH" "1" "BET4" "S. cerevisiae" "Blocked Early in Transport" "1071" "YJL031C" "S000003568" "ORF"
"YPR134W" "MATCH" "1" "MSS18" "S. cerevisiae" "Mitochondrial Splicing System" "807" "YPR134W" "S000006338" "ORF"
"YPR001W" "MATCH" "1" "CIT3" "S. cerevisiae" "CITrate synthase" "1461" "YPR001W" "S000006205" "ORF"
"YBL082C" "MATCH" "1" "ALG3" "S. cerevisiae" "Asparagine Linked Glycosylation" "1377" "YBL082C" "S000000178" "ORF"
"YCR060W" "MATCH" "1" "TAH1" "S. cerevisiae" "Tpr-containing protein Associated with Hsp90" "336" "YCR060W" "S000000656" "ORF"
"YNL093W" "MATCH" "1" "YPT53" "S. cerevisiae" "Yeast Protein Two" "663" "YNL093W" "S000005037" "ORF"
"YHL001W" "MATCH" "1" "RPL14B" "S. cerevisiae" "Ribosomal Protein of the Large subunit" "815" "YHL001W" "S000000993" "ORF"
"YJR082C" "MATCH" "1" "EAF6" "S. cerevisiae" "Esa1p-Associated Factor" "342" "YJR082C" "S000003842" "ORF"
"YCL011C" "MATCH" "1" "GBP2" "S. cerevisiae" "G-strand Binding Protein" "1284" "YCL011C" "S000000517" "ORF"
"YHR181W" "MATCH" "1" "SVP26" "S. cerevisiae" "Sed5 Vesicle Protein" "687" "YHR181W" "S000001224" "ORF"
"YJL030W" "MATCH" "1" "MAD2" "S. cerevisiae" "Mitotic Arrest-Deficient" "591" "YJL030W" "S000003567" "ORF"
"YKR011C" "MATCH" "1" "" "S. cerevisiae" "" "1062" "YKR011C" "S000001719" "ORF"
"YML126C" "MATCH" "1" "ERG13" "S. cerevisiae" "ERGosterol biosynthesis" "1476" "YML126C" "S000004595" "ORF"
"YPL217C" "MATCH" "1" "BMS1" "S. cerevisiae" "BMh Sensitive" "3552" "YPL217C" "S000006138" "ORF"
"YLR204W" "MATCH" "1" "QRI5" "S. cerevisiae" "Quasi-Renownless Information" "336" "YLR204W" "S000004194" "ORF"
"YER090W" "MATCH" "1" "TRP2" "S. cerevisiae" "TRyPtophan" "1524" "YER090W" "S000000892" "ORF"
"YOL022C" "MATCH" "1" "TSR4" "S. cerevisiae" "Twenty S rRNA accumulation" "1227" "YOL022C" "S000005382" "ORF"
"YDR123C" "MATCH" "1" "INO2" "S. cerevisiae" "INOsitol requiring" "915" "YDR123C" "S000002530" "ORF"
"YPR135W" "MATCH" "1" "CTF4" "S. cerevisiae" "Chromosome Transmission Fidelity" "2784" "YPR135W" "S000006339" "ORF"
"YJL164C" "MATCH" "1" "TPK1" "S. cerevisiae" "Takashi's Protein Kinase" "1194" "YJL164C" "S000003700" "ORF"
"YDL204W" "MATCH" "1" "RTN2" "S. cerevisiae" "ReTiculoN-like" "1182" "YDL204W" "S000002363" "ORF"
"YDR256C" "MATCH" "1" "CTA1" "S. cerevisiae" "CaTalase A" "1548" "YDR256C" "S000002664" "ORF"
"YBR223C" "MATCH" "1" "TDP1" "S. cerevisiae" "Tyrosyl-DNA Phosphodiesterase" "1635" "YBR223C" "S000000427" "ORF"
"YLR205C" "MATCH" "1" "HMX1" "S. cerevisiae" "HeMe oXygenase" "954" "YLR205C" "S000004195" "ORF"
"YDR121W" "MATCH" "1" "DPB4" "S. cerevisiae" "DNA Polymerase B (II) subunit" "591" "YDR121W" "S000002528" "ORF"
"YMR173W" "MATCH" "1" "DDR48" "S. cerevisiae" "DNA Damage Responsive" "1293" "YMR173W" "S000004784" "ORF"
"YDR254W" "MATCH" "1" "CHL4" "S. cerevisiae" "CHromosome Loss" "1377" "YDR254W" "S000002662" "ORF"
"YOL156W" "MATCH" "1" "HXT11" "S. cerevisiae" "HeXose Transporter" "1704" "YOL156W" "S000005516" "ORF"
"YLL061W" "MATCH" "1" "MMP1" "S. cerevisiae" "S-MethylMethionine Permease" "1752" "YLL061W" "S000003984" "ORF"
"YEL040W" "MATCH" "1" "UTR2" "S. cerevisiae" "Unidentified TRanscript" "1404" "YEL040W" "S000000766" "ORF"
"YPL218W" "MATCH" "1" "SAR1" "S. cerevisiae" "Secretion-Associated, Ras-related" "712" "YPL218W" "S000006139" "ORF"
"YLR206W" "MATCH" "1" "ENT2" "S. cerevisiae" "Epsin N-Terminal homology" "1842" "YLR206W" "S000004196" "ORF"
"YGR214W" "MATCH" "1" "RPS0A" "S. cerevisiae" "Ribosomal Protein of the Small subunit" "1214" "YGR214W" "S000003446" "ORF"
"YHR182W" "MATCH" "1" "" "S. cerevisiae" "" "2358" "YHR182W" "S000001225" "ORF"
"YNL092W" "MATCH" "1" "" "S. cerevisiae" "" "1203" "YNL092W" "S000005036" "ORF"
"YLL062C" "MATCH" "1" "MHT1" "S. cerevisiae" "S-Methylmethionine-Homocysteine methylTransferase" "975" "YLL062C" "S000003985" "ORF"
"YML125C" "MATCH" "1" "PGA3" "S. cerevisiae" "Processing of Gas1p and ALP" "939" "YML125C" "S000004594" "ORF"
"YCL010C" "MATCH" "1" "SGF29" "S. cerevisiae" "SaGa associated Factor" "780" "YCL010C" "S000000516" "ORF"
"YGL071W" "MATCH" "1" "AFT1" "S. cerevisiae" "Activator of Ferrous Transport" "2073" "YGL071W" "S000003039" "ORF"
"YKR010C" "MATCH" "1" "TOF2" "S. cerevisiae" "TOpoisomerase I-interacting Factor" "2316" "YKR010C" "S000001718" "ORF"
"YDR255C" "MATCH" "1" "RMD5" "S. cerevisiae" "Required for Meiotic nuclear Division" "1266" "YDR255C" "S000002663" "ORF"
"YJL165C" "MATCH" "1" "HAL5" "S. cerevisiae" "HALotolerance" "2568" "YJL165C" "S000003701" "ORF"
"YMR041C" "MATCH" "1" "ARA2" "S. cerevisiae" "ARAbinose" "1008" "YMR041C" "S000004644" "ORF"
"YJL114W" "MATCH" "1" "" "S. cerevisiae" "" "" "YJL114W" "S000003650" "TransposableElementGene"
"YDR108W" "MATCH" "1" "TRS85" "S. cerevisiae" "TRapp Subunit" "2097" "YDR108W" "S000002515" "ORF"
"YCR039C" "MATCH" "1" "MATALPHA2" "S. cerevisiae" "MATing type protein ALPHA" "633" "YCR039C" "S000000635" "ORF"
