Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q21845	Q21845_CAEEL	unreviewed	Uncharacterized protein	CELE_R08C7.1 R08C7.1	Caenorhabditis elegans	47
Q19457	Q19457_CAEEL	unreviewed	Uncharacterized protein	CELE_F14D7.5 F14D7.5	Caenorhabditis elegans	102
Q7YWT8	Q7YWT8_CAEEL	unreviewed	Glycosyltransferase family 92 protein (EC 2.4.1.-)	CELE_T13H10.2 T13H10.2	Caenorhabditis elegans	468
Q21808	Q21808_CAEEL	unreviewed	ZP domain-containing protein	cut-5 CELE_R07E3.3 R07E3.3	Caenorhabditis elegans	395
Q8MQ51	Q8MQ51_CAEEL	unreviewed	NUCleoBindin homolog	nucb-1 CELE_F44A6.1 F44A6.1	Caenorhabditis elegans	467
G5EGF7	G5EGF7_CAEEL	unreviewed	Uncharacterized protein	B0457.2 CELE_B0457.2	Caenorhabditis elegans	321
O17958	O17958_CAEEL	unreviewed	Serpentine Receptor, class BC (Class B-like)	srbc-76 CELE_M01B2.4 M01B2.4	Caenorhabditis elegans	287
F0IWS6	F0IWS6_CAEEL	unreviewed	RING-type domain-containing protein	CELE_ZK1240.5 ZK1240.5	Caenorhabditis elegans	289
H2L0K6	H2L0K6_CAEEL	unreviewed	Uncharacterized protein	CELE_T07A9.12 T07A9.12	Caenorhabditis elegans	145
Q9XUL3	Q9XUL3_CAEEL	unreviewed	Uncharacterized protein	CELE_W04E12.4 W04E12.4	Caenorhabditis elegans	227
O44905	O44905_CAEEL	unreviewed	BTB domain-containing protein	btb-5 CELE_W05G11.5 W05G11.5	Caenorhabditis elegans	307
Q19809	Q19809_CAEEL	unreviewed	Uncharacterized protein	CELE_F26F12.4 F26F12.4	Caenorhabditis elegans	151
O17525	O17525_CAEEL	unreviewed	Uncharacterized protein	CELE_W02D7.4 W02D7.4	Caenorhabditis elegans	232
Q9GYR4	Q9GYR4_CAEEL	unreviewed	Uncharacterized protein	C23G10.10 CELE_C23G10.10	Caenorhabditis elegans	145
Q966G0	Q966G0_CAEEL	unreviewed	Regulator of Microtubule Dynamics	rmd-6 CELE_R13H9.1 R13H9.1	Caenorhabditis elegans	225
O45490	O45490_CAEEL	unreviewed	Methyltransf_21 domain-containing protein	CELE_F38C2.4 F38C2.4	Caenorhabditis elegans	275
A0A1X7RBQ5	A0A1X7RBQ5_CAEEL	unreviewed	Uncharacterized protein	CELE_Y61A9LA.3 Y61A9LA.3	Caenorhabditis elegans	93
Q22129	Q22129_CAEEL	unreviewed	Uncharacterized protein	CELE_T03G6.3 T03G6.3	Caenorhabditis elegans	465
Q9XVH1	Q9XVH1_CAEEL	unreviewed	MSP domain-containing protein	ssp-37 CELE_W02D9.5 W02D9.5	Caenorhabditis elegans	112
Q19588	Q19588_CAEEL	unreviewed	F-box domain-containing protein	CELE_F19C7.3 F19C7.3	Caenorhabditis elegans	365
O45558	O45558_CAEEL	unreviewed	Uncharacterized protein	CELE_F54B8.1 F54B8.1	Caenorhabditis elegans	150
Q8I119	Q8I119_CAEEL	unreviewed	Uncharacterized protein	CELE_F45H10.5 F45H10.5	Caenorhabditis elegans	94
O45897	O45897_CAEEL	unreviewed	Protein kinase domain-containing protein	CELE_W06F12.3 W06F12.3	Caenorhabditis elegans	318
Q21415	Q21415_CAEEL	unreviewed	GLutamate Receptor family (AMPA)	glr-3 CELE_K10D3.1 K10D3.1	Caenorhabditis elegans	836
O44696	O44696_CAEEL	unreviewed	Serpentine Receptor, class BC (Class B-like)	srbc-21 C45H4.7 CELE_C45H4.7	Caenorhabditis elegans	287
Q9N499	Q9N499_CAEEL	unreviewed	Uncharacterized protein	CELE_Y110A2AL.9 Y110A2AL.9	Caenorhabditis elegans	140
Q23662	Q23662_CAEEL	unreviewed	Uncharacterized protein	CELE_ZK899.6 ZK899.6	Caenorhabditis elegans	312
Q22524	Q22524_CAEEL	unreviewed	Uncharacterized protein	CELE_T16A9.5 T16A9.5	Caenorhabditis elegans	322
Q22061	Q22061_CAEEL	unreviewed	MUTator	mut-15 CELE_T01C3.8 T01C3.8	Caenorhabditis elegans	541
Q19781	Q19781_CAEEL	unreviewed	Uncharacterized protein	CELE_F25E2.3 F25E2.3	Caenorhabditis elegans	327
M1ZK04	M1ZK04_CAEEL	unreviewed	Serpentine Receptor, class H	srh-173 CELE_Y60A3A.4 Y60A3A.4	Caenorhabditis elegans	205
Q9U2K1	Q9U2K1_CAEEL	unreviewed	CX domain-containing protein	pqn-83 CELE_Y39E4B.3 Y39E4B.3	Caenorhabditis elegans	395
Q22510	Q22510_CAEEL	unreviewed	Fork-head domain-containing protein	fkh-2 CELE_T14G12.4 T14G12.4	Caenorhabditis elegans	270
A0A0K3AUS7	A0A0K3AUS7_CAEEL	unreviewed	DNA polymerase (EC 2.7.7.7)	rev-3 CELE_Y37B11A.2 Y37B11A.2	Caenorhabditis elegans	1303
Q9XUN0	Q9XUN0_CAEEL	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein	srx-48 CELE_T26H8.2 T26H8.2	Caenorhabditis elegans	303
Q20663	Q20663_CAEEL	unreviewed	Uncharacterized protein	CELE_F52E1.3 F52E1.3	Caenorhabditis elegans	232
O45825	O45825_CAEEL	unreviewed	Serpentine Receptor, class Z	srz-100 CELE_T25E12.11 T25E12.11	Caenorhabditis elegans	327
Q966H5	Q966H5_CAEEL	unreviewed	Serpentine Receptor, class T	srt-31 CELE_M02H5.2 M02H5.2	Caenorhabditis elegans	326
Q95QQ1	Q95QQ1_CAEEL	unreviewed	J domain-containing protein	dnj-8 C56C10.13 CELE_C56C10.13	Caenorhabditis elegans	813
Q5TKA5	Q5TKA5_CAEEL	unreviewed	Uncharacterized protein	CELE_H24G06.1 H24G06.1	Caenorhabditis elegans	623
O44870	O44870_CAEEL	unreviewed	MATH domain-containing protein	CELE_K05F6.10 K05F6.10	Caenorhabditis elegans	453
O61965	O61965_CAEEL	unreviewed	Uncharacterized protein	CELE_F26D11.2 F26D11.2	Caenorhabditis elegans	384
A9IHM9	A9IHM9_CAEEL	unreviewed	Uncharacterized protein	CELE_Y62F5A.12 Y62F5A.12	Caenorhabditis elegans	128
Q2PJA9	Q2PJA9_CAEEL	unreviewed	Uncharacterized protein	B0563.9 CELE_B0563.9	Caenorhabditis elegans	71
Q19865	Q19865_CAEEL	unreviewed	Uncharacterized protein	CELE_F28C6.5 F28C6.5	Caenorhabditis elegans	245
H2KML3	H2KML3_CAEEL	unreviewed	Uncharacterized protein	CELE_Y116A8A.150 Y116A8A.150	Caenorhabditis elegans	53
O62504	O62504_CAEEL	unreviewed	Uncharacterized protein	CELE_ZC84.6 ZC84.6	Caenorhabditis elegans	1491
Q18255	Q18255_CAEEL	unreviewed	Uncharacterized protein	C27D9.1 CELE_C27D9.1	Caenorhabditis elegans	511
O16260	O16260_CAEEL	unreviewed	Serpentine Receptor, class BC (Class B-like)	srbc-58 CELE_R09E12.2 R09E12.2	Caenorhabditis elegans	291
Q95ZS3	Q95ZS3_CAEEL	unreviewed	Nuclear Hormone Receptor family	nhr-101 CELE_H12C20.6 H12C20.6	Caenorhabditis elegans	391
O16753	O16753_CAEEL	unreviewed	Nuclear Hormone Receptor family	nhr-143 CELE_F59E11.11 F59E11.11	Caenorhabditis elegans	422
O17363	O17363_CAEEL	unreviewed	Seven TM Receptor	str-20 C05E4.2 CELE_C05E4.2	Caenorhabditis elegans	351
Q17680	Q17680_CAEEL	unreviewed	Uncharacterized protein	CELE_F33C8.4 F33C8.4	Caenorhabditis elegans	212
O45886	O45886_CAEEL	unreviewed	Uncharacterized protein	CELE_W03B1.9 W03B1.9	Caenorhabditis elegans	633
Q9XVE4	Q9XVE4_CAEEL	unreviewed	Uncharacterized protein	C14A6.6 CELE_C14A6.6	Caenorhabditis elegans	218
Q95QL2	Q95QL2_CAEEL	unreviewed	Mitochondrial Ribosomal Protein, Large	mrpl-13 CELE_F13G3.11 F13G3.11	Caenorhabditis elegans	205
O44813	O44813_CAEEL	unreviewed	MATH domain-containing protein	math-31 CELE_F52C6.6 F52C6.6	Caenorhabditis elegans	105
A0A2X0REL6	A0A2X0REL6_CAEEL	unreviewed	TWiK family of potassium channels	twk-2 CELE_T12C9.3 T12C9.3	Caenorhabditis elegans	1302
Q09979	Q09979_CAEEL	unreviewed	SCP2 domain-containing protein	dhs-6 C17G10.8 CELE_C17G10.8	Caenorhabditis elegans	418
Q9XW97	Q9XW97_CAEEL	unreviewed	LITAF domain-containing protein	CELE_Y40H7A.11 Y40H7A.11	Caenorhabditis elegans	124
Q9XVY1	Q9XVY1_CAEEL	unreviewed	Col_cuticle_N domain-containing protein	col-86 CELE_Y81G3A.5 Y81G3A.5	Caenorhabditis elegans	323
H2L0P9	H2L0P9_CAEEL	unreviewed	TLDc domain-containing protein	CELE_Y39A3CL.4 Y39A3CL.4	Caenorhabditis elegans	411
M1ZJU1	M1ZJU1_CAEEL	unreviewed	Pyr_redox_2 domain-containing protein	sqrd-1 CELE_F02H6.5 F02H6.5	Caenorhabditis elegans	277
Q20945	Q20945_CAEEL	unreviewed	REJ domain-containing protein	CELE_F57C7.4 F57C7.4	Caenorhabditis elegans	1520
Q9NAP7	Q9NAP7_CAEEL	unreviewed	Methyltransf_11 domain-containing protein	CELE_K09E4.3 K09E4.3	Caenorhabditis elegans	313
O01810	O01810_CAEEL	unreviewed	Uncharacterized protein	CELE_W02D3.4 W02D3.4	Caenorhabditis elegans	355
Q86D20	Q86D20_CAEEL	unreviewed	Uncharacterized protein	CELE_F55A11.11 F55A11.11	Caenorhabditis elegans	314
Q9XV33	Q9XV33_CAEEL	unreviewed	Uncharacterized protein	CELE_F40D4.13 F40D4.13	Caenorhabditis elegans	340
A0A486WXC9	A0A486WXC9_CAEEL	unreviewed	Uncharacterized protein	CELE_R07B7.2 R07B7.2	Caenorhabditis elegans	638
A0A4V0IKE1	A0A4V0IKE1_CAEEL	unreviewed	EB domain-containing protein	C54D2.1 CELE_C54D2.1	Caenorhabditis elegans	384
A0A4V0IMR4	A0A4V0IMR4_CAEEL	unreviewed	Uncharacterized protein	CELE_Y71F9AL.25 Y71F9AL.25	Caenorhabditis elegans	151
Q9U5A4	Q9U5A4_CAEEL	unreviewed	Serpentine Receptor, class H	srh-100 C46E10.10 CELE_C46E10.10	Caenorhabditis elegans	347
O01325	O01325_CAEEL	unreviewed	Tyrosine-protein kinase (EC 2.7.10.2)	CELE_F26E4.5 F26E4.5	Caenorhabditis elegans	474
U4PLJ8	U4PLJ8_CAEEL	unreviewed	Amidohydro-rel domain-containing protein	unc-33 CELE_Y37E11C.1 Y37E11C.1	Caenorhabditis elegans	523
Q23102	Q23102_CAEEL	unreviewed	Tyrosine-protein kinase (EC 2.7.10.2)	CELE_W01B6.5 W01B6.5	Caenorhabditis elegans	536
Q19597	Q19597_CAEEL	unreviewed	Uncharacterized protein	CELE_F19G12.4 F19G12.4	Caenorhabditis elegans	57
D0VWP3	D0VWP3_CAEEL	unreviewed	Uncharacterized protein	C25F9.16 CELE_C25F9.16	Caenorhabditis elegans	83
Q94010	Q94010_CAEEL	unreviewed	Uncharacterized protein	CELE_T08G11.1 T08G11.1	Caenorhabditis elegans	3212
W6RQY2	W6RQY2_CAEEL	unreviewed	Exportin-T (Exportin(tRNA)) (tRNA exportin)	xpo-3 C49H3.10 CELE_C49H3.10	Caenorhabditis elegans	952
A0A3P6NP68	A0A3P6NP68_CAEEL	unreviewed	Uncharacterized protein	CELE_M05D6.9 M05D6.9	Caenorhabditis elegans	273
Q18603	Q18603_CAEEL	unreviewed	Uncharacterized protein	C44B9.2 CELE_C44B9.2	Caenorhabditis elegans	386
Q86S35	Q86S35_CAEEL	unreviewed	Col_cuticle_N domain-containing protein	col-107 C34H4.4 CELE_C34H4.4	Caenorhabditis elegans	294
A0A1X7RC97	A0A1X7RC97_CAEEL	unreviewed	Uncharacterized protein	CELE_T21F4.1 T21F4.1	Caenorhabditis elegans	327
A0A2I2LDW9	A0A2I2LDW9_CAEEL	unreviewed	Uncharacterized protein	CELE_ZC190.5 ZC190.5	Caenorhabditis elegans	314
C1P634	C1P634_CAEEL	unreviewed	MAGI (Membrane Associated Guanylate kinase Inverted) homolog	magi-1 CELE_K01A6.2 K01A6.2	Caenorhabditis elegans	855
A8WFJ5	A8WFJ5_CAEEL	unreviewed	Uncharacterized protein	CELE_D2024.4 D2024.4	Caenorhabditis elegans	310
Q95ZX7	Q95ZX7_CAEEL	unreviewed	Methyltransf_21 domain-containing protein	C33G8.13 CELE_C33G8.13	Caenorhabditis elegans	303
O01819	O01819_CAEEL	unreviewed	Twenty One u-rna (21U-RNA) biogenesis Fouled Up	tofu-4 CELE_F57C9.7 F57C9.7	Caenorhabditis elegans	412
Q20104	Q20104_CAEEL	unreviewed	Uncharacterized protein	CELE_F36D4.6 F36D4.6	Caenorhabditis elegans	91
Q95XL0	Q95XL0_CAEEL	unreviewed	Uncharacterized protein	CELE_Y54F10BM.9 Y54F10BM.9	Caenorhabditis elegans	1142
Q86D23	Q86D23_CAEEL	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-21 C06B8.9 CELE_C06B8.9	Caenorhabditis elegans	351
Q9XUZ6	Q9XUZ6_CAEEL	unreviewed	FBA_2 domain-containing protein	fbxb-117 CELE_F55C9.1 F55C9.1	Caenorhabditis elegans	343
Q93239	Q93239_CAEEL	unreviewed	FOLate Receptor homolog	folr-1 C17G1.1 CELE_C17G1.1	Caenorhabditis elegans	280
Q9XU27	Q9XU27_CAEEL	unreviewed	SKp1 Related (Ubiquitin ligase complex component)	skr-5 CELE_F47H4.10 F47H4.10	Caenorhabditis elegans	145
Q9XWY9	Q9XWY9_CAEEL	unreviewed	Uncharacterized protein	CELE_Y45F3A.5 Y45F3A.5	Caenorhabditis elegans	81
Q7YWS4	Q7YWS4_CAEEL	unreviewed	Uncharacterized protein	CELE_T26C5.5 T26C5.5	Caenorhabditis elegans	106
A0A2C9C3S8	A0A2C9C3S8_CAEEL	unreviewed	Sugar transporter SWEET	swt-2 C54F6.4 CELE_C54F6.4	Caenorhabditis elegans	197
P91425	P91425_CAEEL	unreviewed	Guanylate kinase-like domain-containing protein	guk-1 CELE_T03F1.8 T03F1.8	Caenorhabditis elegans	216
Q93695	Q93695_CAEEL	unreviewed	Glutathione S-Transferase	gst-12 CELE_F37B1.2 F37B1.2	Caenorhabditis elegans	209
V6CKM5	V6CKM5_CAEEL	unreviewed	Uncharacterized protein	unc-77 C11D2.6 CELE_C11D2.6	Caenorhabditis elegans	1867
Q9XX58	Q9XX58_CAEEL	unreviewed	Uncharacterized protein	CELE_Y106G6D.6 Y106G6D.6	Caenorhabditis elegans	130
Q95ZR9	Q95ZR9_CAEEL	unreviewed	Neuronal Calcium Sensor family	ncs-3 CELE_K03E6.3 K03E6.3	Caenorhabditis elegans	199
Q9BL78	Q9BL78_CAEEL	unreviewed	Uncharacterized protein	CELE_Y48G1C.5 Y48G1C.5	Caenorhabditis elegans	1161
Q966C7	Q966C7_CAEEL	unreviewed	Transaldolase (EC 2.2.1.2)	tald-1 CELE_Y24D9A.8 Y24D9A.8	Caenorhabditis elegans	319
Q22898	Q22898_CAEEL	unreviewed	Uncharacterized protein	C16D9.4 CELE_C16D9.4	Caenorhabditis elegans	384
P91027	P91027_CAEEL	unreviewed	Calponin-homology (CH) domain-containing protein	chdp-1 C10G11.7 CELE_C10G11.7	Caenorhabditis elegans	338
G5EGU4	G5EGU4_CAEEL	unreviewed	GlyPicaN	gpn-1 CELE_F59D12.4 F59D12.4	Caenorhabditis elegans	543
Q9N537	Q9N537_CAEEL	unreviewed	Suppressor of ZYg-1	szy-2 CELE_Y32H12A.4 Y32H12A.4	Caenorhabditis elegans	193
O17526	O17526_CAEEL	unreviewed	Uncharacterized protein	CELE_W02D7.5 W02D7.5	Caenorhabditis elegans	232
O62448	O62448_CAEEL	unreviewed	TransThyretin-Related family domain	ttr-13 CELE_Y44A6B.4 Y44A6B.4	Caenorhabditis elegans	165
A0A2K5ATK2	A0A2K5ATK2_CAEEL	unreviewed	Vesicle transport protein	sftd-3 C18E9.10 CELE_C18E9.10	Caenorhabditis elegans	239
Q9XVJ5	Q9XVJ5_CAEEL	unreviewed	Zrt (ZRT), Irt-(IRT-) like Protein Transporter	zipt-9 CELE_T01D3.5 T01D3.5	Caenorhabditis elegans	381
Q9XWJ5	Q9XWJ5_CAEEL	unreviewed	Uncharacterized protein	CELE_Y51H1A.3 Y51H1A.3	Caenorhabditis elegans	215
O17778	O17778_CAEEL	unreviewed	Uncharacterized protein	CELE_F10D11.3 F10D11.3	Caenorhabditis elegans	106
Q9N5S2	Q9N5S2_CAEEL	unreviewed	Glutathione PeroXidase	gpx-8 CELE_F55A3.5 F55A3.5	Caenorhabditis elegans	145
P91181	P91181_CAEEL	unreviewed	Uncharacterized protein	C50F2.7 CELE_C50F2.7	Caenorhabditis elegans	141
Q20626	Q20626_CAEEL	unreviewed	Uncharacterized protein	CELE_F49E2.5 F49E2.5	Caenorhabditis elegans	1215
O16239	O16239_CAEEL	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein	srsx-12 C13D9.5 CELE_C13D9.5	Caenorhabditis elegans	291
Q9TZL5	Q9TZL5_CAEEL	unreviewed	F-box C protein	fbxc-48 C08G5.2 CELE_C08G5.2	Caenorhabditis elegans	166
Q9TYZ0	Q9TYZ0_CAEEL	unreviewed	CUB_2 domain-containing protein	CELE_H20E11.2 H20E11.2	Caenorhabditis elegans	363
O62433	O62433_CAEEL	unreviewed	GB1/RHD3-type G domain-containing protein	atln-2 CELE_Y41E3.3 Y41E3.3	Caenorhabditis elegans	520
O45754	O45754_CAEEL	unreviewed	CUB_2 domain-containing protein	CELE_T05E12.6 T05E12.6	Caenorhabditis elegans	487
A0A078BS54	A0A078BS54_CAEEL	unreviewed	Uncharacterized protein	C07H4.1 CELE_C07H4.1	Caenorhabditis elegans	192
C1P649	C1P649_CAEEL	unreviewed	Uncharacterized protein	CELE_F58D2.4 F58D2.4	Caenorhabditis elegans	102
Q8I7H1	Q8I7H1_CAEEL	unreviewed	Uncharacterized protein	CELE_F08F3.10 F08F3.10	Caenorhabditis elegans	208
G5EDR9	G5EDR9_CAEEL	unreviewed	ANK_REP_REGION domain-containing protein	ocr-1 CELE_F28H7.10 F28H7.10	Caenorhabditis elegans	850
O45546	O45546_CAEEL	unreviewed	Uncharacterized protein	CELE_F53A2.1 F53A2.1	Caenorhabditis elegans	403
I2HA84	I2HA84_CAEEL	unreviewed	Negative Effect on Gut development	neg-1 CELE_F32D1.6 F32D1.6	Caenorhabditis elegans	176
Q7YX33	Q7YX33_CAEEL	unreviewed	Uncharacterized protein	CELE_F31B12.4 F31B12.4	Caenorhabditis elegans	82
O44898	O44898_CAEEL	unreviewed	MS Related Protein	msrp-2 CELE_ZK484.5 ZK484.5	Caenorhabditis elegans	99
A0A5E4LWJ7	A0A5E4LWJ7_CAEEL	unreviewed	Prion-like-(Q/N-rich)-domain-bearing protein	pqn-65 CELE_T13H2.4 T13H2.4	Caenorhabditis elegans	1545
Q23053	Q23053_CAEEL	unreviewed	WAP domain-containing protein	CELE_T27E4.5 T27E4.5	Caenorhabditis elegans	213
Q22797	Q22797_CAEEL	unreviewed	Asparagine Linked Glycosylation (ALG) homolog, Nematode	algn-1 CELE_T26A5.4 T26A5.4	Caenorhabditis elegans	491
Q19406	Q19406_CAEEL	unreviewed	DUF148 domain-containing protein	CELE_F13E9.8 F13E9.8	Caenorhabditis elegans	213
Q7Z148	Q7Z148_CAEEL	unreviewed	Uncharacterized protein	CELE_Y47G6A.30 Y47G6A.30	Caenorhabditis elegans	85
A1IMB7	A1IMB7_CAEEL	unreviewed	Uncharacterized protein	CELE_Y110A7A.21 Y110A7A.21	Caenorhabditis elegans	168
H2KY71	H2KY71_CAEEL	unreviewed	CX domain-containing protein	CELE_F21C10.3 F21C10.3	Caenorhabditis elegans	250
U4PBL3	U4PBL3_CAEEL	unreviewed	Uncharacterized protein	CELE_Y37E11AM.3 Y37E11AM.3	Caenorhabditis elegans	347
M1ZJ39	M1ZJ39_CAEEL	unreviewed	Glycosyltransferase family 92 protein (EC 2.4.1.-)	CELE_D1014.7 D1014.7	Caenorhabditis elegans	521
Q22138	Q22138_CAEEL	unreviewed	J domain-containing protein	dnj-18 CELE_T04A8.9 T04A8.9	Caenorhabditis elegans	249
P91006	P91006_CAEEL	unreviewed	Uncharacterized protein	B0554.2 CELE_B0554.2	Caenorhabditis elegans	629
A0A1X7RBK4	A0A1X7RBK4_CAEEL	unreviewed	One cut domain family member	ceh-38 CELE_F22D3.1 F22D3.1	Caenorhabditis elegans	615
Q5F4V0	Q5F4V0_CAEEL	unreviewed	Serpentine Receptor, class BC (Class B-like)	srbc-36 C02A12.6 CELE_C02A12.6	Caenorhabditis elegans	297
O44642	O44642_CAEEL	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein	srx-66 CELE_K07C6.9 K07C6.9	Caenorhabditis elegans	298
Q17824	Q17824_CAEEL	unreviewed	Uncharacterized protein	C08D8.1 CELE_C08D8.1	Caenorhabditis elegans	443
A0A4V0ILH1	A0A4V0ILH1_CAEEL	unreviewed	Thioredoxin domain-containing protein	erp-44.3 CELE_F42G8.7 F42G8.7	Caenorhabditis elegans	410
C6KRK7	C6KRK7_CAEEL	unreviewed	Uncharacterized protein	CELE_R09E10.13 R09E10.13	Caenorhabditis elegans	54
Q9N5V4	Q9N5V4_CAEEL	unreviewed	Uncharacterized protein	C53D5.5 CELE_C53D5.5	Caenorhabditis elegans	642
Q304E5	Q304E5_CAEEL	unreviewed	Guanyl-specific ribonuclease pgl-1	pgl-1 CELE_ZK381.4 ZK381.4	Caenorhabditis elegans	771
O02040	O02040_CAEEL	unreviewed	Uncharacterized protein	CELE_T23C6.4 T23C6.4	Caenorhabditis elegans	341
Q9TXT1	Q9TXT1_CAEEL	unreviewed	Uncharacterized protein	CELE_F53C3.8 F53C3.8	Caenorhabditis elegans	275
O18020	O18020_CAEEL	unreviewed	Serpentine Receptor, class U	sru-18 CELE_T04A11.9 T04A11.9	Caenorhabditis elegans	332
Q4R142	Q4R142_CAEEL	unreviewed	Uncharacterized protein	C13A2.12 CELE_C13A2.12	Caenorhabditis elegans	258
A3QM98	A3QM98_CAEEL	unreviewed	Col_cuticle_N domain-containing protein	col-138 C52D10.13 CELE_C52D10.13	Caenorhabditis elegans	281
O46024	O46024_CAEEL	unreviewed	Aquaporin	aqp-11 CELE_ZK525.2 ZK525.2	Caenorhabditis elegans	279
Q7YWS6	Q7YWS6_CAEEL	unreviewed	Nuclear Hormone Receptor family	nhr-285 CELE_T26E4.16 T26E4.16	Caenorhabditis elegans	326
A0A1X7RC39	A0A1X7RC39_CAEEL	unreviewed	Uncharacterized protein	C16A11.5 CELE_C16A11.5	Caenorhabditis elegans	412
H2KYE2	H2KYE2_CAEEL	unreviewed	Uncharacterized protein	CELE_F26F12.3 F26F12.3	Caenorhabditis elegans	890
B7WNB2	B7WNB2_CAEEL	unreviewed	Uncharacterized protein	CELE_Y48E1B.3 Y48E1B.3	Caenorhabditis elegans	475
V6CKK1	V6CKK1_CAEEL	unreviewed	Uncharacterized protein	C55C3.6 CELE_C55C3.6	Caenorhabditis elegans	252
G5EDG9	G5EDG9_CAEEL	unreviewed	Glyco_hydro_20 domain-containing protein	hex-3 CELE_Y39A1C.4 Y39A1C.4	Caenorhabditis elegans	591
Q19758	Q19758_CAEEL	unreviewed	F-box domain-containing protein	CELE_F23D12.4 F23D12.4	Caenorhabditis elegans	222
Q93557	Q93557_CAEEL	unreviewed	Uncharacterized protein	CELE_F23A7.4 F23A7.4	Caenorhabditis elegans	68
Q86DC2	Q86DC2_CAEEL	unreviewed	Homeobox domain-containing protein	ceh-93 CELE_R04A9.5 R04A9.5	Caenorhabditis elegans	508
Q6BEU0	Q6BEU0_CAEEL	unreviewed	Zrt (ZRT), Irt-(IRT-) like Protein Transporter	zipt-2.1 C06G8.3 CELE_C06G8.3	Caenorhabditis elegans	363
A0A2K5AU30	A0A2K5AU30_CAEEL	unreviewed	Uncharacterized protein (Fragment)	CELE_T23F2.13 T23F2.13	Caenorhabditis elegans	94
Q9N411	Q9N411_CAEEL	unreviewed	Prion-like-(Q/N-rich)-domain-bearing protein	pqn-82 CELE_Y39A3CR.7 Y39A3CR.7	Caenorhabditis elegans	300
Q27481	Q27481_CAEEL	unreviewed	UBA_e1_C domain-containing protein	uba-1 C47E12.5 CELE_C47E12.5	Caenorhabditis elegans	1113
Q9XWW3	Q9XWW3_CAEEL	unreviewed	LITAF domain-containing protein	CELE_Y37D8A.6 Y37D8A.6	Caenorhabditis elegans	132
H2KYE9	H2KYE9_CAEEL	unreviewed	Palmitoyltransferase (EC 2.3.1.225)	dhhc-14 CELE_D2021.2 D2021.2	Caenorhabditis elegans	565
Q9N413	Q9N413_CAEEL	unreviewed	PDGF_2 domain-containing protein	pvf-1 CELE_Y39A3CL.6 Y39A3CL.6	Caenorhabditis elegans	304
O44906	O44906_CAEEL	unreviewed	PEPCK_GTP domain-containing protein	pck-1 CELE_W05G11.6 W05G11.6	Caenorhabditis elegans	651
Q9XWC0	Q9XWC0_CAEEL	unreviewed	Uncharacterized protein	CELE_Y75B12B.3 Y75B12B.3	Caenorhabditis elegans	94
Q22342	Q22342_CAEEL	unreviewed	ATG11 domain-containing protein	epg-7 atg-11 CELE_T08A9.1 T08A9.1	Caenorhabditis elegans	1338
Q9XXH2	Q9XXH2_CAEEL	unreviewed	Uncharacterized protein	CELE_Y19D2B.1 Y19D2B.1	Caenorhabditis elegans	85
O76705	O76705_CAEEL	unreviewed	Uncharacterized protein	CELE_ZC190.8 ZC190.8	Caenorhabditis elegans	213
A0A4V0IMZ6	A0A4V0IMZ6_CAEEL	unreviewed	FERM domain (Protein4.1-ezrin-radixin-moesin) family	frm-5.2 CELE_Y38C1AB.4 Y38C1AB.4	Caenorhabditis elegans	1370
P90735	P90735_CAEEL	unreviewed	Sodium/potassium-transporting ATPase subunit alpha	eat-6 B0365.3 CELE_B0365.3	Caenorhabditis elegans	996
A0A4V0IK65	A0A4V0IK65_CAEEL	unreviewed	Ligand-Gated ion Channel	lgc-41 C39B10.2 CELE_C39B10.2	Caenorhabditis elegans	537
H2L2B0	H2L2B0_CAEEL	unreviewed	Uncharacterized protein	C44C10.15 CELE_C44C10.15	Caenorhabditis elegans	150
Q18638	Q18638_CAEEL	unreviewed	Uncharacterized protein	C45B11.2 CELE_C45B11.2	Caenorhabditis elegans	280
G5EBZ1	G5EBZ1_CAEEL	unreviewed	ERCC4 domain-containing protein	xpf-1 C47D12.8 CELE_C47D12.8	Caenorhabditis elegans	935
Q9XW41	Q9XW41_CAEEL	unreviewed	PX domain-containing protein	snx-3 CELE_W06D4.5 W06D4.5	Caenorhabditis elegans	162
A0A4V0ILQ1	A0A4V0ILQ1_CAEEL	unreviewed	Uncharacterized protein	CELE_F34H10.4 F34H10.4	Caenorhabditis elegans	342
Q20923	Q20923_CAEEL	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein	CELE_F57B1.1 F57B1.1	Caenorhabditis elegans	363
Q93570	Q93570_CAEEL	unreviewed	Uncharacterized protein	CELE_F25H2.7 F25H2.7	Caenorhabditis elegans	368
Q9XWP2	Q9XWP2_CAEEL	unreviewed	Uncharacterized protein	CELE_Y43F8C.5 Y43F8C.5	Caenorhabditis elegans	245
Q21837	Q21837_CAEEL	unreviewed	C-type lectin domain-containing protein	clec-175 CELE_R08C7.6 R08C7.6	Caenorhabditis elegans	569
O02048	O02048_CAEEL	unreviewed	Protein-tyrosine-phosphatase	CELE_T20B6.1 T20B6.1	Caenorhabditis elegans	302
